tweet,class
 i am lowkey tired. ...if you tired be quiet and go to sleep hoe,2
  stop bringing weird niggers into my mentions  ,2
 we dont love these hoes ,2
 if yo girl cant have homeboys you a ol weak bitch ass nigga,2
  i think worst advice i gave you was  dont be a pussy and speed up lol,2
 quote this tweet with your favorite animal.pussy,2
 i hate when strippers tell you theyre dancers. hoe ballet dancers dont pop their pussy to beethoven. you a stripper,2
" andrewbryant poff has double vision after  beers
poff ... double pussy  smh",2
" when bitches twerk on the computer....

me in ya  in ya damn ",2
    prince this is a  nobody takin his bitch,2
 these bitches dont care they just play that role.,2
" it took a while for you to find me but i was hiding in the lime tree.
 dis bitch in da wrong tree bro.",2
 bitches cant cook but know how to suck dick .. so to the ones that can do both,2
 fat hoes get chose lol,2
 hoesaintloyal well theyre hoesno one expects them to be loyal,2
   ol bitch ass ,2
 bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo,2
 just because tony romo at the mavs game dont mean he still not a bitch lmao.. fuk them cowgirls lol bitch fuck you,2
"  holy shit freddie highmore was in charlie and the chocolate factory
me rolls on the floor laughing",2
 i dont want to have sex with my gf because i feel like im using her..  anonymous whata faggot,2
  one of your followers with this    somebody bitch if you dont,2
 if ya bitch always bitching clearly she care or just an annoying bitch,2
 these catfish hoes thinkin they slick.. but niggas catching on ,2
 cant worry about a bitch that aint worried bout me real,2
 side hoes are for insecure niggas that cant handle a real one.,2
   lmao this bitch come scooting in the tent like she about to fuck some shit up ,2
 my cousin said he share hoes with his brothers. he said sharing is caring and he love his brothers ,2
 im hungry but ionn wanna spend my money on foodbroke hoe problems ,2
 dese hoes be lyin to all of us nigga,2
  oh yeah fuck that bitch,2
 guess what i also have zero time for your mansplaining adios stfu pussy,2
 i aint sharing no bitch if you mines you mines ,2
 money only impress the simple broke bitches,2
 pisces will never be anybodys bitch they dont let people control or change them. rigghhht,2
 these hoes is crazy,2
 you aint ever gonna be a slice bitch. kevin ha ,2
 oomf so fuckin fine tho  dam  her dont be no bitch.,2
 i wonder if the girl that gave head to  boys for a drink in magaluf has twitter she probly sends nudes for fags,2
" newsatquestions
yeah bitch yeah bitch call me 
a. maybe
b. steveo
c. later
d. jesse pinkman
",2
 hickies in between her thighs right by her pussy gtgtgt its only right,2
 would you still love me when im no longer young and beautiful no. ugly monkey ass.,2
   yall come through the front.bitch i aint coming,2
  faggot bitch ,2
  yea im on my ipad. i dont work this friday. lets ball this faggot up  work ,2
 chrus still supahot tho walks up to teacher with test drops test in that bitch fohead ,2
  i love eating pussy lol i never get full lol i can eat that shit forever lol and ever.,2
    no slushes hoes nasty anyway famthem hoes taste like meds,2
  no slushes hoes nasty anyway fam,2
 bobby bitchby  be getting me live as fuck hell yea i play that hoe before my workout,2
 yo bitch is gucci mane    my bitch a stoner  ,2
 i can ride your bitch with no handle bars,2
 and if you aint a hoe get up out my traphoussseeeee,2
 these harbor bitches are all pa bus hoes lol all,2
  pussy love it,2
" ultraviolence video its coming you little bitch mtvhottest lana del rey  

bitchy promo",2
" on my way to fuck your bitch 

lmfao kittycopter",2
  aww their avis look so cute together    do i gotta get ike avi on this bitch ,2
  its simple dont be a hoe=dont worry about being exposed  fight mewhy ,2
" whys this bitch boosting herself 

her size isnt exactly the most healthy tho",2
  bet not be no bitches   kim bye,2
 damn near gotta protect my tweets.. stalkers being annoying you got that dope dick. drive these bitches loco,2
 im making marack my girlfriend .  aye b you pullin hoes just like o taught you,2
 bruno fag boy you love me.,2
  i must be a bitch you are  sike naw this why we always beefing ,2
  dont take advantage of a nice person hoes everyjuan,2
 happy bi bitch nigga  thanks pal,2
 sad knowing that most hoes wont fuck with you bc you aint got stacks. wait till friday,2
  cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,2
  ewww i said that last sunday..as in the last sunday i was there. read it again nigs,2
 i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake..,2
 my pussy still fresh lt something stank girls say.,2
 ass slapping is one the greatest things. haha.  i slapped a girl on the ass. . she got mad i aint get pussy for a week,2
   yeah texans are so much better you fucking retard i see that youre mad about this.,2
 nd wtf is up with dark bitches with blonde.. please have several seats hoe ..looking like blackampmilds out here,2
 theres a lane some bitches need to stay in  the left n get right the fuck outta our face ,2
 i hate when boys deny that they have bitches  smh,2
 ya nigs out there still saying yall dont eat butt with a straight face,2
 im a boss ass bitch ...that needs to sit in a corner,2
 hes a hoe  i cant,2
 me and paul thinkin bout gettin rentals for da weekend oooh shit bitches betta stay out da streets,2
 bitches hold they nigga down when he get locked up... but if a nigga go to college or the military its a different story. ,2
 why do my friends hate me because you a ratchet hoe..,2
 no love for these fuck niggas hoes,2
 hot meat  sexy as fuck scally lad. i would love to meet him and his trainers.,2
 sniff  perved up scally lad. fuck yeah.,2
 these bitches love sosa,2
  i legit watched it for about  or  seconds so did i wtf prob cause were retarded smh,2
 what should i name my cat ideas mr pussy,2
  woof woof. sexy thug boy scally.,2
  u see the damn phone ringing  when you married bitches makes demands you havent called me,2
 tevin is my favorite sophomore i think hes so funny hes really not. lmaoo hes a little hoe,2
  sex positions   this what u call fucking the soul outta bitch ,2
 i dont got no type. bad bitches is the only thing i like iongotnotype,2
" god teeth  gold chain
white bitches  cocaine",2
 its me hoe its me hoe shhhhh,2
 in d.c. we call them rollers in chiraq we call them thots. all across america they have been known as a hoe.,2
 im gonna miss that bitch of a bus driver...no you wont. dont lie,2
 hate when bitches try and put you in the friendzone. bitch im tryin to score put me in the endzone  on. my. soul,2
  yall both gimped up aint tht a bitch huh lol,2
 oh my god i love victoria mitchell all my bitches love me,2
 that long distance shit wack i knew the bitch was cheating uh oh,2
 hes doing it right   no bitches smh,2
 they ban dat pussy for life amp he gotta pay . millon dollar fine,2
 roses are red and violets are blue and niggers are black you know thats true. ,2
 but a nigga gon be a nigga be a nigga. you sound fuckin retarded,2
"   im not even shy stfu kikis mom hi angelique 
angelique smiles dips cracker in soup",2
 tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville. smh. ,2
" karma is a bitch damn godprotectshisangels 

sips tea",2
 fuckin hot gym pussy  fuck yeah,2
 you can call me fireman cause i turn the hoes on.,2
 i could never have a bby by a lil dick thts y i got a abo by the last bitch oh my god,2
 watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that,2
 and smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded,2
" my pussy sweet like watermelon 

thotermelon",2
 loud bitches annoy me,2
 eventually every bitch turns into that hoe.  truuu,2
   i swear if oomf try talking to me tomorrow..   pussy,2
 you bitches be pretending to be tf crazy.. you aint never lied...,2
  k bye hoe um bye ..,2
 ima keep on giving these pussy ass niggas ah reason to hate ,2
